sample,dac_signed
8080,-32
8081,-32
8082,-31
8083,-28
8084,-26
8085,-24
8086,-21
8087,-19
8088,-17
8089,-13
8090,-12
8091,-9
8092,-4
8093,-3
8094,1
8095,6
8096,8
8097,12
8098,15
8099,19
8100,22
8101,26
8102,30
8103,33
8104,36
8105,41
8106,43
8107,46
8108,50
8109,51
8110,56
8111,59
8112,60
8113,62
8114,63
8115,65
8116,67
8117,68
8118,67
8119,69
8120,70
8121,69
8122,69
8123,69
8124,67
8125,66
8126,65
8127,61
8128,59
8129,57
8130,54
8131,50
8132,48
8133,43
8134,40
8135,36
8136,31
8137,27
8138,22
8139,19
8140,12
8141,8
8142,3
8143,-4
8144,-8
8145,-14
8146,-18
8147,-24
8148,-28
8149,-35
8150,-40
8151,-45
8152,-50
8153,-55
8154,-59
8155,-62
8156,-67
8157,-70
8158,-74
8159,-78
8160,-80
8161,-83
8162,-84
8163,-87
8164,-88
8165,-89
8166,-90
8167,-91
8168,-90
8169,-91
8170,-88
8171,-88
8172,-86
8173,-85
8174,-82
8175,-79
8176,-77
8177,-73
8178,-71
8179,-65
8180,-62
8181,-58
8182,-53
8183,-47
8184,-43
8185,-37
8186,-31
8187,-27
8188,-20
8189,-16
8190,-9
8191,0
8192,6
8193,11
8194,16
8195,23
8196,27
8197,32
8198,38
8199,44
8200,49
8201,54
8202,59
8203,62
8204,67
8205,71
8206,74
8207,78
8208,80
8209,82
8210,85
8211,87
8212,88
8213,89
8214,91
8215,90
8216,90
8217,90
8218,88
8219,88
8220,86
8221,84
8222,82
8223,78
8224,76
8225,73
8226,70
8227,65
8228,62
8229,58
8230,53
8231,48
8232,43
8233,38
8234,32
8235,28
8236,22
8237,18
8238,13
8239,6
8240,1
8241,-5
8242,-8
8243,-14
8244,-19
8245,-23
8246,-29
8247,-32
8248,-36
8249,-41
8250,-43
8251,-48
8252,-51
8253,-54
8254,-57
8255,-61
8256,-63
8257,-64
8258,-66
8259,-66
8260,-69
8261,-68
8262,-70
8263,-69
8264,-68
8265,-67
8266,-67
8267,-67
8268,-64
8269,-63
8270,-61
8271,-58
8272,-56
8273,-54
8274,-51
8275,-47
8276,-46
8277,-43
8278,-40
8279,-35
8280,-32
8281,-29
8282,-24
8283,-22
8284,-17
8285,-15
8286,-11
8287,-6
8288,-4
8289,-1
8290,3
8291,6
8292,9
8293,12
8294,14
8295,17
8296,18
8297,22
8298,24
8299,26
8300,28
8301,31
8302,31
8303,32
8304,33
8305,34
8306,33
8307,35
8308,35
8309,34
8310,34
8311,34
8312,33
8313,32
8314,31
8315,31
8316,28
8317,29
8318,27
8319,26
8320,25
8321,23
8322,23
8323,20
8324,19
8325,17
8326,15
8327,14
8328,12
8329,10
8330,9
8331,7
8332,5
8333,4
8334,4
8335,1
8336,0
8337,1
8338,-1
8339,-2
8340,-4
8341,-2
8342,-5
8343,-4
8344,-4
8345,-6
8346,-5
8347,-4
8348,-6
8349,-6
8350,-4
8351,-4
8352,-4
8353,-3
8354,-3
8355,-1
8356,-1
8357,1
8358,0
8359,2
8360,3
8361,3
8362,3
8363,3
8364,5
8365,6
8366,6
8367,8
8368,7
8369,8
8370,9
8371,9
8372,10
8373,9
8374,11
8375,10
8376,9
8377,11
8378,9
8379,9
8380,9
8381,10
8382,8
8383,7
8384,5
8385,4
8386,3
8387,4
8388,1
8389,0
8390,1
8391,-2
8392,-5
8393,-4
8394,-6
8395,-8
8396,-9
8397,-10
8398,-13
8399,-14
8400,-15
8401,-17
8402,-17
8403,-20
8404,-20
8405,-22
8406,-22
8407,-24
8408,-26
8409,-25
8410,-26
8411,-27
8412,-27
8413,-28
8414,-28
8415,-28
8416,-29
8417,-28
8418,-28
8419,-27
8420,-27
8421,-26
8422,-27
8423,-25
8424,-23
8425,-24
8426,-21
8427,-19
8428,-19
8429,-16
8430,-15
8431,-13
8432,-12
8433,-9
8434,-8
8435,-7
8436,-5
8437,-1
8438,-1
8439,2
8440,5
8441,5
8442,8
8443,8
8444,11
8445,12
8446,15
8447,17
8448,18
8449,21
8450,22
8451,22
8452,24
8453,25
8454,26
8455,26
8456,28
8457,27
8458,28
8459,29
8460,28
8461,29
8462,28
8463,28
8464,28
8465,28
8466,27
8467,27
8468,26
8469,25
8470,24
8471,23
8472,21
8473,21
8474,20
8475,19
8476,17
8477,17
8478,14
8479,13
8480,11
8481,9
8482,8
8483,7
8484,7
8485,4
8486,5
8487,2
8488,1
8489,0
8490,-3
8491,-4
8492,-3
8493,-5
8494,-6
8495,-6
8496,-6
8497,-8
8498,-9
8499,-8
8500,-9
8501,-9
8502,-9
8503,-9
8504,-8
8505,-9
8506,-8
8507,-9
8508,-8
8509,-8
8510,-7
8511,-8
8512,-8
8513,-6
8514,-7
8515,-6
8516,-7
8517,-5
8518,-5
8519,-4
8520,-3
8521,-3
8522,-2
8523,-3
8524,-2
8525,-3
8526,-2
8527,-3
8528,-2
8529,-1
8530,-2
8531,-3
8532,-2
8533,-3
8534,-4
8535,-5
8536,-4
8537,-6
8538,-6
8539,-7
8540,-9
8541,-9
8542,-10
8543,-12
8544,-13
8545,-14
8546,-14
8547,-16
8548,-17
8549,-19
8550,-19
8551,-21
8552,-22
8553,-23
8554,-23
8555,-24
8556,-25
8557,-25
8558,-26
8559,-27
8560,-27
8561,-28
8562,-29
8563,-29
8564,-28
8565,-29
8566,-27
8567,-28
8568,-27
8569,-26
8570,-26
8571,-25
8572,-22
8573,-21
8574,-20
8575,-17
8576,-14
8577,-13
8578,-11
8579,-9
8580,-6
8581,-4
8582,0
8583,3
8584,5
8585,9
8586,12
8587,14
8588,18
8589,21
8590,24
8591,28
8592,31
8593,34
8594,36
8595,41
8596,42
8597,45
8598,46
8599,50
8600,53
8601,55
8602,57
8603,58
8604,61
8605,61
8606,63
8607,64
8608,64
8609,64
8610,65
8611,64
8612,64
8613,63
8614,62
8615,61
8616,60
8617,57
8618,54
8619,51
8620,47
8621,45
8622,42
8623,38
8624,34
8625,31
8626,28
8627,22
8628,19
8629,14
8630,9
8631,4
8632,0
8633,-6
8634,-12
8635,-15
8636,-22
8637,-25
8638,-31
8639,-38
8640,-40
8641,-46
8642,-50
8643,-55
8644,-59
8645,-63
8646,-66
8647,-70
8648,-74
8649,-76
8650,-79
8651,-81
8652,-84
8653,-85
8654,-86
8655,-88
8656,-88
8657,-89
8658,-88
8659,-88
8660,-86
8661,-86
8662,-83
8663,-82
8664,-80
8665,-76
8666,-74
8667,-71
8668,-66
8669,-62
8670,-59
8671,-54
8672,-49
8673,-45
8674,-40
8675,-34
8676,-30
8677,-24
8678,-19
8679,-12
8680,-6
8681,0
8682,7
8683,13
8684,19
8685,25
8686,30
8687,36
8688,41
8689,46
8690,51
8691,56
8692,60
8693,64
8694,69
8695,73
8696,76
8697,79
8698,82
8699,84
8700,86
8701,88
8702,89
8703,91
8704,91
8705,92
8706,91
8707,90
8708,90
8709,88
8710,86
8711,84
8712,82
8713,79
8714,76
8715,73
8716,68
8717,66
8718,60
8719,55
8720,52
8721,46
8722,44
8723,37
8724,33
8725,26
8726,20
8727,15
8728,10
8729,3
8730,-3
8731,-6
8732,-12
8733,-17
8734,-22
8735,-29
8736,-32
8737,-36
8738,-39
8739,-45
8740,-48
8741,-51
8742,-55
8743,-59
8744,-61
8745,-64
8746,-68
8747,-68
8748,-70
8749,-71
8750,-72
8751,-73
8752,-73
8753,-72
8754,-72
8755,-71
8756,-71
8757,-69
8758,-68
8759,-65
8760,-62
8761,-61
8762,-58
8763,-56
8764,-52
8765,-50
8766,-46
8767,-41
8768,-38
8769,-36
8770,-32
8771,-26
8772,-24
8773,-21
8774,-16
8775,-12
8776,-8
8777,-3
8778,0
8779,3
8780,8
8781,10
8782,13
8783,17
8784,20
8785,22
8786,24
8787,28
8788,29
8789,32
8790,35
8791,36
8792,37
8793,38
8794,39
8795,40
8796,41
8797,41
8798,39
8799,40
8800,39
8801,38
8802,38
8803,37
8804,37
8805,35
8806,34
8807,32
8808,30
8809,28
8810,28
8811,26
8812,23
8813,22
8814,20
8815,15
8816,15
8817,13
8818,12
8819,8
8820,7
8821,5
8822,3
8823,2
8824,-1
8825,-3
8826,-4
8827,-5
8828,-7
8829,-8
8830,-9
8831,-10
8832,-10
8833,-11
8834,-11
8835,-11
8836,-12
8837,-12
8838,-13
8839,-11
8840,-11
8841,-11
8842,-9
8843,-10
8844,-8
8845,-9
8846,-7
8847,-5
8848,-5
8849,-3
8850,-2
8851,-1
8852,-1
8853,1
8854,1
8855,2
8856,4
8857,5
8858,6
8859,7
8860,9
8861,9
8862,10
8863,12
8864,12
8865,12
8866,12
8867,13
8868,13
8869,13
8870,13
8871,14
8872,12
8873,13
8874,11
8875,11
8876,11
8877,9
8878,8
8879,6
8880,6
8881,4
8882,3
8883,1
8884,0
8885,-1
8886,-1
8887,-4
8888,-7
8889,-7
8890,-9
8891,-11
8892,-12
8893,-14
8894,-16
8895,-18
8896,-18
8897,-21
8898,-21
8899,-23
8900,-24
8901,-25
8902,-26
8903,-27
8904,-28
8905,-29
8906,-30
8907,-29
8908,-30
8909,-30
8910,-30
8911,-30
8912,-30
8913,-29
8914,-28
8915,-28
8916,-28
8917,-24
8918,-24
8919,-22
8920,-20
8921,-20
8922,-18
8923,-16
8924,-15
8925,-14
8926,-10
8927,-9
8928,-7
8929,-4
8930,-2
8931,-1
8932,1
8933,4
8934,4
8935,8
8936,10
8937,10
8938,15
8939,16
8940,18
8941,19
8942,22
8943,23
8944,25
8945,26
8946,26
8947,28
8948,29
8949,29
8950,31
8951,31
8952,30
8953,32
8954,32
8955,32
8956,32
8957,32
8958,31
8959,30
8960,30
8961,28
8962,28
8963,28
8964,26
8965,24
8966,26
8967,23
8968,20
8969,21
8970,18
8971,17
8972,17
8973,15
8974,13
8975,12
8976,10
8977,8
8978,7
8979,6
8980,4
8981,1
8982,1
8983,-1
8984,-3
8985,-3
8986,-5
8987,-6
8988,-7
8989,-8
8990,-8
8991,-9
8992,-10
8993,-10
8994,-11
8995,-11
8996,-12
8997,-12
8998,-12
8999,-12
9000,-12
9001,-13
9002,-12
9003,-13
9004,-13
9005,-13
9006,-12
9007,-12
9008,-12
9009,-11
9010,-11
9011,-11
9012,-11
9013,-9
9014,-11
9015,-11
9016,-9
9017,-10
9018,-9
9019,-10
9020,-10
9021,-10
9022,-9
9023,-9
9024,-10
9025,-9
9026,-8
9027,-10
9028,-11
9029,-10
9030,-11
9031,-12
9032,-12
9033,-13
9034,-14
9035,-13
9036,-15
9037,-15
9038,-16
9039,-17
9040,-18
9041,-18
9042,-18
9043,-21
9044,-20
9045,-19
9046,-20
9047,-21
9048,-20
9049,-21
9050,-21
9051,-21
9052,-21
9053,-21
9054,-22
9055,-21
9056,-20
9057,-20
9058,-20
9059,-18
9060,-17
9061,-17
9062,-14
9063,-14
9064,-13
9065,-11
9066,-8
9067,-7
9068,-5
9069,-2
9070,0
9071,3
9072,5
9073,7
9074,8
9075,13
9076,14
9077,17
9078,20
9079,22
9080,26
9081,29
9082,31
9083,33
9084,38
9085,39
9086,41
9087,44
9088,46
9089,48
9090,49
9091,52
9092,52
9093,55
9094,55
9095,57
9096,58
9097,57
9098,59
9099,59
9100,58
9101,57
9102,58
9103,57
9104,56
9105,55
9106,54
9107,51
9108,49
9109,45
9110,42
9111,39
9112,37
9113,32
9114,30
9115,27
9116,21
9117,19
9118,14
9119,8
9120,5
9121,1
9122,-4
9123,-9
9124,-13
9125,-18
9126,-23
9127,-27
9128,-32
9129,-38
9130,-42
9131,-46
9132,-51
9133,-54
9134,-59
9135,-63
9136,-66
9137,-69
9138,-71
9139,-74
9140,-77
9141,-79
9142,-80
9143,-82
9144,-84
9145,-84
9146,-85
9147,-86
9148,-85
9149,-84
9150,-84
9151,-81
9152,-80
9153,-78
9154,-76
9155,-73
9156,-71
9157,-66
9158,-63
9159,-60
9160,-55
9161,-50
9162,-46
9163,-42
9164,-36
9165,-32
9166,-26
9167,-19
9168,-15
9169,-9
9170,-4
9171,3
9172,7
9173,15
9174,21
9175,27
9176,32
9177,38
9178,43
9179,47
9180,53
9181,57
9182,61
9183,67
9184,70
9185,74
9186,76
9187,80
9188,82
9189,85
9190,87
9191,88
9192,89
9193,91
9194,91
9195,91
9196,90
9197,91
9198,89
9199,87
9200,86
9201,83
9202,82
9203,78
9204,75
9205,72
9206,68
9207,63
9208,60
9209,55
9210,49
9211,46
9212,40
9213,36
9214,30
9215,22
9216,17
9217,12
9218,7
9219,0
9220,-3
9221,-8
9222,-15
9223,-20
9224,-26
9225,-30
9226,-35
9227,-39
9228,-44
9229,-48
9230,-51
9231,-56
9232,-59
9233,-61
9234,-65
9235,-67
9236,-69
9237,-71
9238,-74
9239,-74
9240,-75
9241,-76
9242,-75
9243,-75
9244,-75
9245,-74
9246,-73
9247,-70
9248,-69
9249,-67
9250,-66
9251,-62
9252,-59
9253,-57
9254,-53
9255,-49
9256,-46
9257,-41
9258,-38
9259,-35
9260,-30
9261,-27
9262,-23
9263,-17
9264,-14
9265,-8
9266,-6
9267,-1
9268,3
9269,6
9270,11
9271,14
9272,17
9273,21
9274,23
9275,27
9276,30
9277,32
9278,34
9279,38
9280,40
9281,40
9282,42
9283,43
9284,45
9285,45
9286,46
9287,45
9288,45
9289,44
9290,44
9291,44
9292,42
9293,42
9294,40
9295,38
9296,36
9297,35
9298,33
9299,29
9300,29
9301,28
9302,26
9303,22
9304,19
9305,18
9306,14
9307,13
9308,9
9309,8
9310,5
9311,2
9312,1
9313,-2
9314,-4
9315,-6
9316,-8
9317,-9
9318,-11
9319,-13
9320,-12
9321,-15
9322,-15
9323,-16
9324,-17
9325,-18
9326,-18
9327,-18
9328,-18
9329,-18
9330,-16
9331,-17
9332,-17
9333,-15
9334,-14
9335,-14
9336,-12
9337,-11
9338,-9
9339,-8
9340,-5
9341,-6
9342,-4
9343,-2
9344,-2
9345,1
9346,0
9347,4
9348,5
9349,6
9350,8
9351,9
9352,11
9353,12
9354,12
9355,14
9356,15
9357,16
9358,15
9359,17
9360,18
9361,16
9362,17
9363,17
9364,18
9365,15
9366,16
9367,14
9368,13
9369,14
9370,12
9371,10
9372,10
9373,9
9374,7
9375,5
9376,4
9377,2
9378,0
9379,-2
9380,-3
9381,-7
9382,-7
9383,-10
9384,-12
9385,-13
9386,-16
9387,-16
9388,-19
9389,-21
9390,-22
9391,-25
9392,-25
9393,-26
9394,-28
9395,-29
9396,-30
9397,-30
9398,-32
9399,-32
9400,-32
9401,-34
9402,-32
9403,-32
9404,-33
9405,-34
9406,-31
9407,-30
9408,-29
9409,-28
9410,-26
9411,-27
9412,-24
9413,-23
9414,-23
9415,-19
9416,-16
9417,-16
9418,-14
9419,-11
9420,-9
9421,-8
9422,-4
9423,-2
9424,0
9425,3
9426,4
9427,7
9428,9
9429,13
9430,14
9431,17
9432,20
9433,21
9434,23
9435,24
9436,26
9437,28
9438,29
9439,31
9440,32
9441,32
9442,34
9443,34
9444,35
9445,35
9446,37
9447,36
9448,36
9449,37
9450,36
9451,35
9452,36
9453,34
9454,33
9455,32
9456,32
9457,29
9458,29
9459,28
9460,27
9461,24
9462,24
9463,21
9464,18
9465,19
9466,16
9467,15
9468,13
9469,11
9470,9
9471,6
9472,5
9473,2
9474,1
9475,0
9476,-3
9477,-4
9478,-6
9479,-6
9480,-9
9481,-9
9482,-10
9483,-12
9484,-12
9485,-14
9486,-14
9487,-15
9488,-15
9489,-17
9490,-17
9491,-18
9492,-18
9493,-19
9494,-20
9495,-20
9496,-18
9497,-20
9498,-20
9499,-20
9500,-20
9501,-20
9502,-18
9503,-19
9504,-18
9505,-17
9506,-17
9507,-17
9508,-18
9509,-17
9510,-18
9511,-16
9512,-16
9513,-16
9514,-15
9515,-14
9516,-16
9517,-15
9518,-14
9519,-15
9520,-15
9521,-14
9522,-14
9523,-15
9524,-14
9525,-14
9526,-15
9527,-15
9528,-15
9529,-15
9530,-15
9531,-15
9532,-16
9533,-15
9534,-16
9535,-15
9536,-14
9537,-15
9538,-14
9539,-14
9540,-13
9541,-14
9542,-13
9543,-14
9544,-14
9545,-13
9546,-13
9547,-11
9548,-11
9549,-10
9550,-9
9551,-7
9552,-7
9553,-7
9554,-5
9555,-3
9556,-2
9557,0
9558,3
9559,5
9560,5
9561,9
9562,9
9563,11
9564,15
9565,16
9566,18
9567,21
9568,23
9569,25
9570,27
9571,29
9572,31
9573,34
9574,35
9575,38
9576,40
9577,41
9578,43
9579,44
9580,46
9581,46
9582,48
9583,50
9584,50
9585,51
9586,52
9587,53
9588,52
9589,52
9590,51
9591,51
9592,51
9593,50
9594,49
9595,48
9596,45
9597,44
9598,42
9599,38
9600,34
9601,33
9602,30
9603,27
9604,24
9605,21
9606,16
9607,12
9608,9
9609,4
9610,1
9611,-3
9612,-8
9613,-12
9614,-16
9615,-21
9616,-25
9617,-30
9618,-33
9619,-38
9620,-41
9621,-46
9622,-49
9623,-53
9624,-57
9625,-61
9626,-64
9627,-66
9628,-70
9629,-71
9630,-74
9631,-77
9632,-77
9633,-78
9634,-80
9635,-80
9636,-81
9637,-81
9638,-80
9639,-80
9640,-80
9641,-77
9642,-75
9643,-73
9644,-70
9645,-68
9646,-65
9647,-61
9648,-58
9649,-55
9650,-51
9651,-46
9652,-42
9653,-38
9654,-33
9655,-27
9656,-23
9657,-17
9658,-11
9659,-7
9660,1
9661,4
9662,11
9663,19
9664,22
9665,28
9666,33
9667,39
9668,44
9669,49
9670,53
9671,57
9672,63
9673,66
9674,70
9675,73
9676,77
9677,79
9678,82
9679,85
9680,85
9681,88
9682,88
9683,89
9684,89
9685,90
9686,89
9687,89
9688,88
9689,85
9690,84
9691,82
9692,79
9693,75
9694,73
9695,69
9696,65
9697,62
9698,58
9699,52
9700,49
9701,44
9702,39
9703,33
9704,27
9705,22
9706,16
9707,10
9708,4
9709,-1
9710,-6
9711,-13
9712,-17
9713,-23
9714,-27
9715,-32
9716,-37
9717,-41
9718,-46
9719,-50
9720,-54
9721,-58
9722,-61
9723,-64
9724,-66
9725,-69
9726,-71
9727,-74
9728,-75
9729,-77
9730,-77
9731,-77
9732,-77
9733,-77
9734,-76
9735,-75
9736,-74
9737,-72
9738,-70
9739,-69
9740,-65
9741,-63
9742,-59
9743,-55
9744,-53
9745,-49
9746,-47
9747,-41
9748,-39
9749,-34
9750,-29
9751,-25
9752,-21
9753,-16
9754,-10
9755,-8
9756,-3
9757,1
9758,5
9759,11
9760,14
9761,17
9762,19
9763,25
9764,27
9765,30
9766,33
9767,36
9768,38
9769,41
9770,44
9771,44
9772,47
9773,47
9774,49
9775,49
9776,49
9777,49
9778,49
9779,48
9780,48
9781,47
9782,47
9783,44
9784,42
9785,41
9786,39
9787,38
9788,34
9789,33
9790,30
9791,27
9792,25
9793,23
9794,21
9795,16
9796,15
9797,13
9798,9
9799,6
9800,4
9801,0
9802,-3
9803,-4
9804,-8
9805,-9
9806,-10
9807,-14
9808,-16
9809,-16
9810,-17
9811,-20
9812,-20
9813,-21
9814,-22
9815,-23
9816,-23
9817,-23
9818,-23
9819,-23
9820,-23
9821,-23
9822,-20
9823,-20
9824,-19
9825,-17
9826,-17
9827,-15
9828,-14
9829,-12
9830,-11
9831,-9
9832,-6
9833,-4
9834,-4
9835,-3
9836,1
9837,2
9838,3
9839,8
9840,8
9841,10
9842,10
9843,13
9844,14
9845,15
9846,17
9847,17
9848,19
9849,21
9850,21
9851,21
9852,22
9853,22
9854,22
9855,21
9856,20
9857,20
9858,19
9859,18
9860,18
9861,16
9862,16
9863,14
9864,12
9865,11
9866,8
9867,7
9868,5
9869,5
9870,1
9871,-2
9872,-3
9873,-6
9874,-8
9875,-10
9876,-12
9877,-15
9878,-16
9879,-18
9880,-21
9881,-23
9882,-24
9883,-26
9884,-29
9885,-29
9886,-31
9887,-33
9888,-34
9889,-35
9890,-35
9891,-36
9892,-36
9893,-37
9894,-37
9895,-37
9896,-36
9897,-36
9898,-35
9899,-34
9900,-34
9901,-32
9902,-31
9903,-28
9904,-27
9905,-25
9906,-23
9907,-21
9908,-19
9909,-17
9910,-17
9911,-13
9912,-9
9913,-8
9914,-5
9915,-2
9916,-1
9917,3
9918,6
9919,10
9920,11
9921,15
9922,17
9923,20
9924,21
9925,24
9926,26
9927,28
9928,31
9929,32
9930,34
9931,35
9932,37
9933,38
9934,39
9935,40
9936,41
9937,42
9938,41
9939,42
9940,43
9941,41
9942,42
9943,40
9944,39
9945,40
9946,38
9947,37
9948,36
9949,36
9950,33
9951,32
9952,30
9953,27
9954,26
9955,25
9956,22
9957,20
9958,19
9959,16
9960,14
9961,13
9962,8
9963,7
9964,4
9965,2
9966,-1
9967,-3
9968,-5
9969,-7
9970,-8
9971,-10
9972,-12
9973,-13
9974,-16
9975,-17
9976,-17
9977,-19
9978,-21
9979,-22
9980,-23
9981,-24
9982,-24
9983,-26
9984,-27
9985,-25
9986,-27
9987,-28
9988,-27
9989,-27
9990,-29
9991,-27
9992,-26
9993,-28
9994,-26
9995,-26
9996,-27
9997,-26
9998,-26
9999,-25
10000,-24
10001,-23
10002,-23
10003,-23
10004,-22
10005,-20
10006,-21
10007,-19
10008,-18
10009,-18
10010,-17
10011,-17
10012,-16
10013,-15
10014,-15
10015,-15
10016,-14
10017,-13
10018,-13
10019,-12
10020,-12
10021,-12
10022,-11
10023,-11
10024,-11
10025,-10
10026,-9
10027,-8
10028,-7
10029,-7
10030,-7
10031,-6
10032,-6
10033,-6
10034,-5
10035,-4
10036,-3
10037,-4
10038,-2
10039,0
10040,-1
10041,1
10042,1
10043,3
10044,4
10045,6
10046,6
10047,8
10048,10
10049,10
10050,11
10051,13
10052,15
10053,16
10054,18
10055,20
10056,21
10057,23
10058,25
10059,26
10060,28
10061,29
10062,31
10063,33
10064,35
10065,36
10066,36
10067,40
10068,40
10069,40
10070,41
10071,43
10072,43
10073,44
10074,44
10075,44
10076,45
10077,45
10078,45
10079,45
10080,43
10081,44
10082,44
10083,41
10084,40
10085,40
10086,37
10087,36
10088,34
10089,32
10090,28
10091,26
10092,23
10093,20
10094,17
10095,13
10096,10
10097,7
10098,5
10099,0
10100,-3
10101,-7
10102,-11
10103,-14
10104,-19
10105,-23
10106,-27
10107,-30
10108,-35
10109,-38
10110,-41
10111,-47
10112,-49
10113,-52
10114,-55
10115,-59
10116,-60
10117,-64
10118,-65
10119,-68
10120,-71
10121,-70
10122,-73
10123,-74
10124,-74
10125,-74
10126,-76
10127,-75
10128,-75
10129,-75
10130,-74
10131,-72
10132,-70
10133,-68
10134,-65
10135,-62
10136,-60
10137,-56
10138,-54
10139,-50
10140,-45
10141,-42
10142,-38
10143,-32
10144,-28
10145,-24
10146,-19
10147,-14
10148,-9
10149,-3
10150,2
10151,7
10152,12
10153,19
10154,24
10155,29
10156,35
10157,39
10158,45
10159,50
10160,53
10161,58
10162,61
10163,65
10164,69
10165,72
10166,74
10167,78
10168,81
10169,81
10170,84
10171,86
10172,86
10173,87
10174,87
10175,87
10176,87
10177,86
10178,85
10179,83
10180,82
10181,79
10182,76
10183,74
10184,70
10185,66
10186,63
10187,60
10188,54
10189,51
10190,46
10191,39
10192,36
10193,30
10194,26
10195,20
10196,16
10197,8
10198,3
10199,-3
10200,-9
10201,-14
10202,-20
10203,-23
10204,-29
10205,-34
10206,-38
10207,-44
10208,-47
10209,-52
10210,-55
10211,-59
10212,-62
10213,-65
10214,-68
10215,-70
10216,-71
10217,-74
10218,-76
10219,-77
10220,-77
10221,-78
10222,-78
10223,-77
10224,-77
10225,-75
10226,-75
10227,-72
10228,-71
10229,-69
10230,-65
10231,-62
10232,-60
10233,-56
10234,-52
10235,-49
10236,-44
10237,-42
10238,-37
10239,-31
10240,-27
10241,-23
10242,-20
10243,-13
10244,-11
10245,-7
10246,-1
10247,3
10248,8
10249,12
10250,16
10251,19
10252,24
10253,27
10254,30
10255,34
10256,36
10257,38
10258,42
10259,44
10260,45
10261,48
10262,50
10263,51
10264,51
10265,52
10266,52
10267,52
10268,52
10269,51
10270,51
10271,49
10272,48
10273,47
10274,46
10275,43
10276,41
10277,39
10278,36
10279,33
10280,31
10281,27
10282,25
10283,24
10284,20
10285,18
10286,15
10287,10
10288,8
10289,4
10290,3
10291,-2
10292,-4
10293,-6
10294,-10
10295,-11
10296,-14
10297,-17
10298,-17
10299,-20
10300,-22
10301,-23
10302,-24
10303,-25
10304,-27
10305,-26
10306,-27
10307,-27
10308,-28
10309,-27
10310,-28
10311,-26
10312,-25
10313,-24
10314,-23
10315,-23
10316,-20
10317,-19
10318,-17
10319,-15
10320,-13
10321,-11
10322,-9
10323,-6
10324,-5
10325,-4
10326,-2
10327,1
10328,4
10329,5
10330,9
10331,9
10332,12
10333,13
10334,15
10335,18
10336,18
10337,20
10338,22
10339,23
10340,24
10341,24
10342,25
10343,26
10344,25
10345,26
10346,24
10347,24
10348,24
10349,24
10350,22
10351,21
10352,21
10353,19
10354,16
10355,16
10356,14
10357,12
10358,10
10359,8
10360,5
10361,3
10362,0
10363,-2
10364,-6
10365,-7
10366,-9
10367,-13
10368,-14
10369,-18
10370,-18
10371,-22
10372,-24
10373,-26
10374,-28
10375,-30
10376,-32
10377,-34
10378,-35
10379,-37
10380,-38
10381,-39
10382,-39
10383,-41
10384,-41
10385,-40
10386,-40
10387,-41
10388,-42
10389,-38
10390,-39
10391,-37
10392,-35
10393,-35
10394,-33
10395,-30
10396,-30
10397,-28
10398,-25
10399,-23
10400,-21
10401,-18
10402,-15
10403,-12
10404,-10
10405,-6
10406,-4
10407,0
10408,3
10409,5
10410,10
10411,12
10412,16
10413,18
10414,21
10415,25
10416,26
10417,29
10418,31
10419,33
10420,36
10421,37
10422,40
10423,41
10424,42
10425,45
10426,45
10427,45
10428,47
10429,49
10430,47
10431,48
10432,47
10433,47
10434,46
10435,47
10436,45
10437,44
10438,45
10439,42
10440,39
10441,39
10442,37
10443,35
10444,33
10445,31
10446,28
10447,25
10448,24
10449,21
10450,19
10451,16
10452,14
10453,9
10454,7
10455,4
10456,0
10457,-1
10458,-4
10459,-6
10460,-8
10461,-11
10462,-13
10463,-16
10464,-18
10465,-19
10466,-21
10467,-23
10468,-25
10469,-26
10470,-29
10471,-29
10472,-30
10473,-33
10474,-33
10475,-34
10476,-36
10477,-35
10478,-36
10479,-35
10480,-36
10481,-35
10482,-36
10483,-36
10484,-36
10485,-34
10486,-35
10487,-34
10488,-31
10489,-33
10490,-31
10491,-31
10492,-30
10493,-29
10494,-27
10495,-26
10496,-25
10497,-23
10498,-22
10499,-22
10500,-20
10501,-19
10502,-17
10503,-17
10504,-15
10505,-15
10506,-13
10507,-12
10508,-11
10509,-10
10510,-10
10511,-8
10512,-8
10513,-6
10514,-6
10515,-4
10516,-3
10517,-1
10518,0
10519,1
10520,0
10521,2
10522,3
10523,4
10524,5
10525,6
10526,5
10527,6
10528,7
10529,7
10530,8
10531,9
10532,11
10533,11
10534,14
10535,13
10536,13
10537,15
10538,16
10539,17
10540,19
10541,19
10542,20
10543,22
10544,23
10545,23
10546,24
10547,26
10548,27
10549,27
10550,29
10551,30
10552,31
10553,32
10554,33
10555,33
10556,35
10557,35
10558,36
10559,36
10560,36
10561,38
10562,37
10563,37
10564,36
10565,38
10566,37
10567,37
10568,38
10569,36
10570,37
10571,35
10572,34
10573,33
10574,32
10575,30
10576,29
10577,28
10578,26
10579,23
10580,22
10581,18
10582,15
10583,12
10584,11
10585,6
10586,5
10587,2
10588,-2
10589,-5
10590,-8
10591,-12
10592,-15
10593,-18
10594,-21
10595,-25
10596,-28
10597,-31
10598,-34
10599,-38
10600,-41
10601,-44
10602,-47
10603,-50
10604,-53
10605,-54
10606,-57
10607,-60
10608,-61
10609,-64
10610,-65
10611,-67
10612,-67
10613,-68
10614,-68
10615,-69
10616,-69
